,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
110,GEOMETRIC_CENTER,"Central Ave, Brooklyn, NY 11221, USA",ChIJY3ftgAVcwokRrm2rxCMzv14,CENTRAL AV New York City metro station,40.6978289,-73.9273632,1,11221,OK,"establishment,point_of_interest,subway_station,transit_station"
111,GEOMETRIC_CENTER,"Knickerbocker Av, Brooklyn, NY 11237, USA",ChIJ64O2NxpcwokRNlFgjsx8y44,KNICKERBOCKER New York City metro station,40.69861460000001,-73.9196759,1,11237,OK,"establishment,point_of_interest,subway_station,transit_station"
112,GEOMETRIC_CENTER,"Seneca Avenue Station, Queens, NY 11385, USA",ChIJ3YgS3CBcwokRb0kW0KoCXWg,SENECA AVE New York City metro station,40.702798,-73.9077315,1,11385,OK,"establishment,point_of_interest,subway_station,transit_station"
113,GEOMETRIC_CENTER,"Forest Av, Queens, NY 11385, USA",ChIJ61KLfJ1ewokR1br81GrzHgY,FOREST AVE New York City metro station,40.7044262,-73.90308499999999,1,11385,OK,"establishment,point_of_interest,subway_station,transit_station"
114,ROOFTOP,"Fresh Pond Road Station, 66-99 Fresh Pond Rd, Queens, NY 11385, USA",ChIJhyJSxoNewokRD80Afe45XGg,FRESH POND RD New York City metro station,40.706231,-73.895939,1,11385,OK,"establishment,point_of_interest,subway_station,transit_station"
115,GEOMETRIC_CENTER,"Middle Village - Metropolitan Av, Queens, NY 11379, USA",ChIJe8Y18IdewokRRaCWGkdSV8U,METROPOLITAN AV New York City metro station,40.7121327,-73.889276,1,11379,OK,"establishment,point_of_interest,subway_station,transit_station"
116,GEOMETRIC_CENTER,"207 St Station, New York, NY 10034, USA",ChIJaUgi6_bzwokROqByq4rwNIA,INWOOD-207 ST New York City metro station,40.8676635,-73.9212009,2,10034,OK,"establishment,point_of_interest,subway_station,transit_station"
117,GEOMETRIC_CENTER,"Dyckman Street Subway Station, New York, NY 10034, USA",ChIJyc-8fwf0wokRvdcwwnA030U,DYCKMAN ST New York City metro station,40.8654861,-73.9272995,2,10034,OK,"establishment,point_of_interest,subway_station,transit_station"
118,GEOMETRIC_CENTER,"190 Street Subway Station, Bennett Ave, New York, NY 10040, USA",ChIJldQt9AL0wokR9Luqx1l1Vbo,190 ST New York City metro station,40.8588877,-73.9342216,1,10040,OK,"establishment,point_of_interest,subway_station,transit_station"
119,GEOMETRIC_CENTER,"181 Street Station, New York, NY 10040, USA",ChIJJTYzUh70wokRnqsTn6SdqWg,181 ST New York City metro station,40.84913,-73.93372889999999,2,10040,OK,"establishment,point_of_interest,subway_station,transit_station"
120,ROOFTOP,"175 Street Station, 807 W 177th St, New York, NY 10033, USA",ChIJZXom2qH2wokRt8ER4N6dmWU,175 ST New York City metro station,40.8479166,-73.9394823,1,10033,OK,"establishment,point_of_interest,subway_station,transit_station"
121,GEOMETRIC_CENTER,"168 Street Station, New York, NY 10032, USA",ChIJt8_OWpz2wokRFYM01bm-B3k,168 ST New York City metro station,40.8408568,-73.9397731,1,10032,OK,"establishment,point_of_interest,transit_station"
122,GEOMETRIC_CENTER,"155 St, New York, NY 10032, USA",ChIJO7HW1YD2wokRP263mdzshJs,155 ST New York City metro station,40.8310964,-73.9415624,1,10032,OK,"establishment,point_of_interest,subway_station,transit_station"
123,GEOMETRIC_CENTER,"145 Street Station, New York, NY 10031, USA",ChIJ-VCiZ3z2wokR0Q1IB6od1ZI,145 ST New York City metro station,40.824077,-73.944763,1,10031,OK,"establishment,point_of_interest,subway_station,transit_station"
124,GEOMETRIC_CENTER,"135 St, New York, NY 10030, USA",ChIJXfIVIHD2wokRYDs2KdhGygw,135 ST New York City metro station,40.817894,-73.947647,1,10030,OK,"establishment,point_of_interest,subway_station,transit_station"
125,GEOMETRIC_CENTER,"125 Street Subway Station, East 125th St &, Lexington Ave, New York, 10035, United States",ChIJj2aaPwr2wokR3HRM4ACiMAs,125 ST New York City metro station,40.8043863,-73.9374292,1,10035,OK,"establishment,point_of_interest,subway_station,transit_station"
126,GEOMETRIC_CENTER,"116 Street Station, New York, NY 10035, USA",ChIJLddxqgj2wokRYq4WAcc35mE,116 ST New York City metro station,40.7986377,-73.9416325,1,10035,OK,"establishment,point_of_interest,subway_station,transit_station"
127,GEOMETRIC_CENTER,"Cathedral Parkway 110 Street Station, New York, NY 10025, USA",ChIJQei0Ejv2wokRkeGsy4Qzclw,CATHEDRAL PKWY New York City metro station,40.8041784,-73.96672579999999,2,10025,OK,"establishment,point_of_interest,subway_station,transit_station"
128,GEOMETRIC_CENTER,"103 St, New York, NY 10029, USA",ChIJ1-xItAL2wokRQQlHUl1GGgY,103 ST New York City metro station,40.7902308,-73.9477564,1,10029,OK,"establishment,point_of_interest,subway_station,transit_station"
129,GEOMETRIC_CENTER,"96 Street Station, New York, NY 10029, USA",ChIJ0UjnhaZYwokR4OcdIT_rvOA,96 ST New York City metro station,40.7858701,-73.95093469999999,1,10029,OK,"establishment,point_of_interest,subway_station,transit_station"
130,GEOMETRIC_CENTER,"81 St - Museum of Natural History, New York, NY 10024, USA",ChIJgRMP6I9YwokRpZyGjmSI43w,81 ST-MUSEUM New York City metro station,40.7819786,-73.9720136,1,10024,OK,"establishment,point_of_interest,transit_station"
131,GEOMETRIC_CENTER,"59 St - Columbus Circle, New York, NY, USA",ChIJAXsiPvZYwokRdCQ2I8qgA-Y,59 ST COLUMBUS New York City metro station,40.7684839,-73.981807,1,,OK,"establishment,point_of_interest,transit_station"
132,GEOMETRIC_CENTER,"42 St - Port Authority Bus Terminal, New York, NY 10036, USA",ChIJ0SEkaFNYwokReNXzJdBV0Uc,42 ST-PORT AUTH New York City metro station,40.7571387,-73.9898439,1,10036,OK,"establishment,point_of_interest,subway_station,transit_station"
133,GEOMETRIC_CENTER,"34 Street Penn Station, New York, NY 10001, USA",ChIJC8QtoK5ZwokRHVB6HwhVPA0,34 ST-PENN STA New York City metro station,40.751056,-73.9903102,1,10001,OK,"establishment,point_of_interest,transit_station"
134,GEOMETRIC_CENTER,"14 St, New York, NY 10011, USA",ChIJ_cbeQb1ZwokRC0Sp4Ckzqos,14 ST New York City metro station,40.7382109,-73.99992340000001,1,10011,OK,"establishment,point_of_interest,subway_station,transit_station"
135,GEOMETRIC_CENTER,"W 4 St, New York, NY 10012, USA",ChIJU8d50JNZwokRcu4hQflx0i4,W 4 ST-WASH SQ New York City metro station,40.7311072,-74.00123119999999,1,10012,OK,"establishment,point_of_interest,transit_station"
136,GEOMETRIC_CENTER,"Spring St Station, New York, NY 10012, USA",ChIJG6hM0ohZwokRvzx4baBsAtQ,SPRING ST New York City metro station,40.7223253,-73.99712439999999,1,10012,OK,"establishment,point_of_interest,subway_station,transit_station"
137,GEOMETRIC_CENTER,"World Trade Center, New York, NY 10007, USA",ChIJFSysHBlawokRuTFRpOXXM38,WORLD TRADE CTR New York City metro station,40.7126452,-74.00989799999999,2,10007,OK,"establishment,point_of_interest,subway_station,transit_station"
138,GEOMETRIC_CENTER,"High Street - Brooklyn Bridge Station, Brooklyn, NY 11201, USA",ChIJ54N_9TZawokRpoON7qlL4eY,HIGH ST New York City metro station,40.6993673,-73.99126559999999,1,11201,OK,"establishment,point_of_interest,subway_station,transit_station"
139,GEOMETRIC_CENTER,"Hoyt - Schermerhorn, Brooklyn, NY 11201, USA",ChIJFSMZ_UxawokROn3xiP3GCKw,HOYT-SCHER New York City metro station,40.6888288,-73.98531249999999,1,11201,OK,"establishment,point_of_interest,transit_station"
140,GEOMETRIC_CENTER,"Lafayette Av (C), Brooklyn, NY 11217, USA",ChIJP7WRS7BbwokRpPeQ3n4vQ5M,LAFAYETTE AV New York City metro station,40.6860052,-73.9733163,1,11217,OK,"establishment,point_of_interest,subway_station,transit_station"
141,GEOMETRIC_CENTER,"Clinton - Washington Ave, Fulton St, Brooklyn, NY 11238, USA",ChIJ1704UqNbwokRUcw1AdJXZ68,CLINTON-WASH AV New York City metro station,40.6834989,-73.9668944,1,11238,OK,"establishment,point_of_interest,subway_station,transit_station"
142,GEOMETRIC_CENTER,"Franklin Av, Brooklyn, NY 11238, USA",ChIJ29_IM5hbwokRK0oUefjSKt4,FRANKLIN AV New York City metro station,40.6811176,-73.9556735,1,11238,OK,"establishment,point_of_interest,subway_station,transit_station"
143,GEOMETRIC_CENTER,"Nostrand Av, Brooklyn, NY 11225, USA",ChIJGSF5tHdbwokRHNg9MTD-lGA,NOSTRAND AV New York City metro station,40.669847,-73.95046599999999,1,11225,OK,"establishment,point_of_interest,subway_station,transit_station"
144,GEOMETRIC_CENTER,"Kingston-Throop Avs Station, Brooklyn, NY 11213, USA",ChIJIe9gp4hbwokROp0QiEX7Pik,KINGSTON-THROOP New York City metro station,40.6798265,-73.9411294,1,11213,OK,"establishment,point_of_interest,subway_station,transit_station"
145,GEOMETRIC_CENTER,"Utica Av, Fulton St, Brooklyn, NY 11233, USA",ChIJSSA3T3dcwokRA-HGNw5ANAk,UTICA AV New York City metro station,40.6793738,-73.9306335,2,11233,OK,"establishment,point_of_interest,subway_station,transit_station"
146,GEOMETRIC_CENTER,"Ralph Av, Brooklyn, NY 11233, USA",ChIJPZUSD29cwokRnfoWHwS7v_Y,RALPH AV New York City metro station,40.6787336,-73.9215528,1,11233,OK,"establishment,point_of_interest,subway_station,transit_station"
147,GEOMETRIC_CENTER,"Rockaway Av, Brooklyn, NY 11233, USA",ChIJIZ6YfUJcwokRtarsuRqQtcg,ROCKAWAY AV New York City metro station,40.6784919,-73.91077179999999,1,11233,OK,"establishment,point_of_interest,subway_station,transit_station"
148,GEOMETRIC_CENTER,"Broadway Jct, Brooklyn, NY, USA",ChIJ16huMkRcwokRwMQ1go7vFbY,BROADWAY JCT New York City metro station,40.6789137,-73.9039,1,,OK,"establishment,point_of_interest,transit_station"
149,GEOMETRIC_CENTER,"Liberty Avenue Station, Brooklyn, NY 11207, USA",ChIJcfGbPk5cwokRM8wv5kZxrN8,LIBERTY AV New York City metro station,40.6744035,-73.8965181,1,11207,OK,"establishment,point_of_interest,subway_station,transit_station"
150,GEOMETRIC_CENTER,"Van Siclen Av, Brooklyn, NY 11207, USA",ChIJK2v8fktcwokRFE55slzVeTE,VAN SICLEN AVE New York City metro station,40.6780358,-73.89172470000001,1,11207,OK,"establishment,point_of_interest,subway_station,transit_station"
151,GEOMETRIC_CENTER,"Shepherd Avenue Station, Brooklyn, NY 11208, USA",ChIJ2SrZBbFdwokR7xI9w_mz8U4,SHEPHERD AV New York City metro station,40.6741264,-73.880822,1,11208,OK,"establishment,point_of_interest,subway_station,transit_station"
152,GEOMETRIC_CENTER,"Euclid Av, Brooklyn, NY 11208, USA",ChIJrYkbWrldwokRuwNnXPXY7pQ,EUCLID AV New York City metro station,40.6754013,-73.8719033,1,11208,OK,"establishment,point_of_interest,subway_station,transit_station"
153,GEOMETRIC_CENTER,"Grant Avenue Subway Station, Brooklyn, NY 11208, USA",ChIJMf9ge5VdwokRJDI5W5pAQg8,GRANT AV New York City metro station,40.6768777,-73.86534619999999,1,11208,OK,"establishment,point_of_interest,subway_station,transit_station"
154,GEOMETRIC_CENTER,"80 St, Queens, NY 11417, USA",ChIJMw1-mOxdwokROmUdQ5qemBc,80 ST New York City metro station,40.6793295,-73.8590167,1,11417,OK,"establishment,point_of_interest,subway_station,transit_station"
155,GEOMETRIC_CENTER,"88 St-Boyd Av Station, Queens, NY 11417, USA",ChIJqTYHWvJdwokRPM_5b6LNi6o,88 ST New York City metro station,40.679843,-73.85146999999999,1,11417,OK,"establishment,point_of_interest,subway_station,transit_station"
156,GEOMETRIC_CENTER,"Rockaway Blvd, Queens, NY 11417, USA",ChIJX20K2_VdwokR120chCLunqs,ROCKAWAY BLVD New York City metro station,40.6803958,-73.84383849999999,1,11417,OK,"establishment,point_of_interest,subway_station,transit_station"
157,GEOMETRIC_CENTER,"Ozone Park - Lefferts Blvd, Queens, NY 11419, USA",ChIJURKW4E5nwokRsa96NUTEeCc,OZONE PK LEFFRT New York City metro station,40.6859188,-73.8257938,1,11419,OK,"establishment,point_of_interest,transit_station"
158,GEOMETRIC_CENTER,"Aqueduct North Conduit Av., Queens, NY 11417, USA",ChIJA3AbR2RnwokRiWzICbgcZC8,AQUEDUCT N.COND New York City metro station,40.6692611,-73.83466609999999,1,11417,OK,"establishment,point_of_interest,subway_station,transit_station"
159,GEOMETRIC_CENTER,"Aqueduct Racetrack, Queens, NY 11417, USA",ChIJA3AbR2RnwokR1XY-tjtgGmU,AQUEDUCT RACETR New York City metro station,40.6721498,-73.8356843,2,11417,OK,"establishment,point_of_interest,subway_station,transit_station"
160,GEOMETRIC_CENTER,"Broad Channel Station, Queens, NY 11693, USA",ChIJw88bj3RowokRGw_a3PJQBIQ,BROAD CHANNEL New York City metro station,40.6084162,-73.8158723,1,11693,OK,"establishment,point_of_interest,subway_station,transit_station"
161,GEOMETRIC_CENTER,"Beach 90 St, Queens, NY 11693, USA",ChIJ7-zISEFowokRUC-P_6DV0og,BEACH 90 ST New York City metro station,40.5878487,-73.8140238,1,11693,OK,"establishment,point_of_interest,subway_station,transit_station"
162,GEOMETRIC_CENTER,"Beach 98 Street - Playland, Queens, NY 11694, USA",ChIJLaJmRThowokRs0D53hiWoig,BEACH 98 ST New York City metro station,40.5854889,-73.8203521,1,11694,OK,"establishment,point_of_interest,subway_station,transit_station"
163,GEOMETRIC_CENTER,"Beach 105 Street Seaside, Queens, NY 11694, USA",ChIJWfV2XjBowokR2IgpMjt6IO0,BEACH 105 ST New York City metro station,40.5832071,-73.8273751,1,11694,OK,"establishment,point_of_interest,subway_station,transit_station"
164,GEOMETRIC_CENTER,"Rockaway Park Station - Beach 116 Street, Queens, NY 11694, USA",ChIJkxx2qS5owokRxe9XgKdNsgs,ROCKAWAY PARK B New York City metro station,40.5805469,-73.8374249,1,11694,OK,"establishment,point_of_interest,subway_station,transit_station"
165,GEOMETRIC_CENTER,"Beach 67 St Station Arverne By The Sea, Queens, NY 11692, USA",ChIJTaE8b2BowokRdh5roFB5TlE,BEACH 67 ST New York City metro station,40.5909714,-73.7963169,2,11692,OK,"establishment,point_of_interest,subway_station,transit_station"
166,GEOMETRIC_CENTER,"Beach 60 St Station - Straiton Avenue, Queens, NY 11692, USA",ChIJN8yZc4xowokRJBklGCaxGZI,BEACH 60 ST New York City metro station,40.5924196,-73.7892777,1,11692,OK,"establishment,point_of_interest,subway_station,transit_station"
167,GEOMETRIC_CENTER,"Beach 44 St Station / Frank Avenue, Queens, NY 11691, USA",ChIJx8uhvpZowokRpkW3UqQq7yQ,BEACH 44 ST New York City metro station,40.5929069,-73.77598200000001,1,11691,OK,"establishment,point_of_interest,subway_station,transit_station"
168,GEOMETRIC_CENTER,"Beach 36 Street Edgemere Station, Queens, NY 11691, USA",ChIJye351rxowokR2tL6YPAsg0U,BEACH 36 ST New York City metro station,40.595532,-73.7681238,1,11691,OK,"establishment,point_of_interest,subway_station,transit_station"
169,GEOMETRIC_CENTER,"Beach 25 Street Wavecrest Station, Queens, NY 11691, USA",ChIJWcsadKZowokRSrySI1absp0,BEACH 25 ST New York City metro station,40.59946790000001,-73.7618536,1,11691,OK,"establishment,point_of_interest,subway_station,transit_station"
170,GEOMETRIC_CENTER,"Far Rockaway, Nameoke Ave, Queens, NY 11691, USA",ChIJyZEgIQdmwokRzvh6gMvIN90,FAR ROCKAWAY New York City metro station,40.6077527,-73.7517548,1,11691,OK,"establishment,point_of_interest,train_station,transit_station"
171,GEOMETRIC_CENTER,"Metro North Station, Yankee Stadium, Bronx, NY 10451, USA",ChIJ1RDOoNT1wokR8ptSC97cGCg,161/YANKEE STAD New York City metro station,40.8256289,-73.9302379,1,10451,OK,"establishment,point_of_interest,transit_station"
172,GEOMETRIC_CENTER,"170 Street Station, Bronx, NY 10452, USA",ChIJR-aGTj_0wokRBJKucApjP9o,170 ST New York City metro station,40.8400504,-73.9133477,1,10452,OK,"establishment,point_of_interest,subway_station,transit_station"
173,GEOMETRIC_CENTER,"Tremont Av, Bronx, NY 10453, USA",ChIJL-rIYG70wokRy82XuK8-mYI,TREMONT AV New York City metro station,40.8504263,-73.9052241,1,10453,OK,"establishment,point_of_interest,subway_station,transit_station"
174,GEOMETRIC_CENTER,"182nd-183rd Sts., Bronx, NY 10453, USA",ChIJQbB7p3D0wokRyfoWtH_3dN0,182-183 STS New York City metro station,40.8560934,-73.90102949999999,1,10453,OK,"establishment,point_of_interest,subway_station,transit_station"
175,GEOMETRIC_CENTER,"Fordham Road Station, Jerome Ave, Bronx, NY 10468, USA",ChIJQ0lRCYjzwokRntxd40ESgXo,FORDHAM RD New York City metro station,40.8628682,-73.9011137,1,10468,OK,"establishment,point_of_interest,subway_station,transit_station"
176,GEOMETRIC_CENTER,"Kingsbridge Road Subway Station, Bronx, NY 10458, USA",ChIJVwcvlYPzwokR6Gj9WmRP7KU,KINGSBRIDGE RD New York City metro station,40.8662419,-73.8939541,2,10458,OK,"establishment,point_of_interest,subway_station,transit_station"
177,GEOMETRIC_CENTER,"Bedford Park Blvd Station, Bronx, NY 10468, USA",ChIJRafTlp3zwokR_DXji3P3cR8,BEDFORD PK BLVD New York City metro station,40.87336639999999,-73.89017919999999,1,10468,OK,"establishment,point_of_interest,subway_station,transit_station"
178,GEOMETRIC_CENTER,"205 Street Station, Bronx, NY 10467, USA",ChIJE2D2QHLzwokROQMZuILyH3k,NORWOOD 205 ST New York City metro station,40.8741411,-73.8775224,1,10467,OK,"establishment,point_of_interest,subway_station,transit_station"
179,GEOMETRIC_CENTER,"5 Avenue-53 Street Station, New York, NY 10022, USA",ChIJq_cdlvtYwokRg0qolCeD-9A,5 AV/53 ST New York City metro station,40.7602163,-73.975543,1,10022,OK,"establishment,point_of_interest,subway_station,transit_station"
180,GEOMETRIC_CENTER,"51 St Station, Lexington &, E 51st St, New York, NY 10022, United States",ChIJlcBlyPxYwokRLJ9ONJ8qD3w,LEXINGTON AV/53 New York City metro station,40.757135,-73.9719119,1,10022,OK,"establishment,point_of_interest,subway_station,transit_station"
181,GEOMETRIC_CENTER,"Court Sq, Queens, NY 11101, USA",ChIJMczGAylZwokRRxZye4qUQuk,COURT SQ-23 ST New York City metro station,40.7467885,-73.944548,2,11101,OK,"establishment,point_of_interest,transit_station"
182,GEOMETRIC_CENTER,"Queens Plaza Subway Station, Queens, NY 11101, USA",ChIJ0Qw2XNVYwokRF8t0ORLp5FI,QUEENS PLAZA New York City metro station,40.74893590000001,-73.9373695,2,11101,OK,"establishment,point_of_interest,subway_station,transit_station"
183,GEOMETRIC_CENTER,"Steinway Street Station, Queens, NY 11103, USA",ChIJdWiqJTtfwokRzGy979q235s,STEINWAY ST New York City metro station,40.7566917,-73.9206409,1,11103,OK,"establishment,point_of_interest,subway_station,transit_station"
184,GEOMETRIC_CENTER,"46 St, Queens, NY 11103, USA",ChIJhUEmaD1fwokR5F_g_bwRpew,46 ST New York City metro station,40.7563401,-73.9133609,1,11103,OK,"establishment,point_of_interest,subway_station,transit_station"
185,GEOMETRIC_CENTER,"Northern Blvd Station, Queens, NY 11377, USA",ChIJbb1bGBpfwokRH-0VncDoqCo,NORTHERN BLVD New York City metro station,40.7531164,-73.9071111,1,11377,OK,"establishment,point_of_interest,subway_station,transit_station"
186,GEOMETRIC_CENTER,"65 Street Station, Queens, NY 11377, USA",ChIJJ8rP8QRfwokRiZe7T6iwDFs,65 ST New York City metro station,40.7491462,-73.89746869999999,1,11377,OK,"establishment,point_of_interest,subway_station,transit_station"
187,GEOMETRIC_CENTER,"Roosevelt Av - Jackson Heights Subway Station, Roosevelt Ave &, 74th Street, New York, 11372, United States",ChIJaXls0QBfwokRl9AcpPjexoQ,JKSN HT-ROOSVLT New York City metro station,40.746739,-73.8909986,1,11372,OK,"establishment,point_of_interest,subway_station,transit_station"
188,GEOMETRIC_CENTER,"Elmhurst Av, Queens, NY 11373, USA",ChIJVxCQkaxfwokRU-dnqtt_Rbo,ELMHURST AV New York City metro station,40.74244789999999,-73.8819844,1,11373,OK,"establishment,point_of_interest,subway_station,transit_station"
189,GEOMETRIC_CENTER,"Grand Av - Newtown, Queens, NY 11373, USA",ChIJK9wMeFJewokRB_t34gFDM84,GRAND-NEWTOWN New York City metro station,40.736835,-73.8775884,1,11373,OK,"establishment,point_of_interest,subway_station,transit_station"
190,GEOMETRIC_CENTER,"63 Dr-Rego Park Queens Blvd, Queens, NY 11374, USA",ChIJESvzGjdewokR2N8k6M2NsPE,63 DR-REGO PARK New York City metro station,40.7301359,-73.8623673,1,11374,OK,"establishment,point_of_interest,subway_station,transit_station"
191,GEOMETRIC_CENTER,"67 Avenue Station, Queens, NY 11375, USA",ChIJM0L6WCVewokR0OgVPGI9jvo,67 AV New York City metro station,40.7263823,-73.8515929,1,11375,OK,"establishment,point_of_interest,subway_station,transit_station"
192,GEOMETRIC_CENTER,"Forest Hills - 71 Av, Queens, NY 11375, USA",ChIJ37vyISdewokRFGIYMG1pA70,FOREST HILLS 71 New York City metro station,40.721691,-73.844521,1,11375,OK,"establishment,point_of_interest,subway_station,transit_station"
193,GEOMETRIC_CENTER,"75 Av, Queens, NY 11375, USA",ChIJKf6ev55gwokRgDl092aq_38,75 AV New York City metro station,40.718331,-73.837324,1,11375,OK,"establishment,point_of_interest,subway_station,transit_station"
194,GEOMETRIC_CENTER,"Union Turnpike - Kew Gardens Sta, Queens Blvd & Union Tpke, NY 11415, United States",ChIJLyX3EJhgwokRpDZ82H6SJuo,KEW GARDENS New York City metro station,40.7141955,-73.8309659,1,11415,OK,"establishment,point_of_interest,subway_station,transit_station"
195,GEOMETRIC_CENTER,"Briarwood - Van Wyck Blvd, &, Queens Blvd & Main St, New York, 11435, United States",ChIJL_WID79gwokR1C9hMstDeUU,BRIARWOOD New York City metro station,40.7089111,-73.820151,1,11435,OK,"establishment,point_of_interest,subway_station,transit_station"
196,GEOMETRIC_CENTER,"Sutphin Blvd - Archer Av - JFK Station, Queens, NY 11435, USA",ChIJI7COX8VgwokR2_ep5tTapLY,SUTPHIN BLVD New York City metro station,40.7005728,-73.8077071,1,11435,OK,"establishment,point_of_interest,subway_station,transit_station"
197,GEOMETRIC_CENTER,"Parsons Blvd, Queens, NY 11432, USA",ChIJvcZNqd1gwokR0NFRhSP_pg8,PARSONS BLVD New York City metro station,40.707714,-73.8028238,1,11432,OK,"establishment,point_of_interest,subway_station,transit_station"
198,GEOMETRIC_CENTER,"169 Street Station, Queens, NY 11432, USA",ChIJd-rQyx9hwokRyv2p56tN07E,169 ST New York City metro station,40.71047,-73.793604,1,11432,OK,"establishment,point_of_interest,subway_station,transit_station"
199,GEOMETRIC_CENTER,"Jamaica - 179 St, Queens, NY 11432, USA",ChIJxUgnDhphwokReitWEDjSVdk,JAMAICA 179 ST New York City metro station,40.712646,-73.783817,1,11432,OK,"establishment,point_of_interest,transit_station"
200,GEOMETRIC_CENTER,"Court Sq, Queens, NY 11101, USA",ChIJMczGAylZwokRRxZye4qUQuk,COURT SQ New York City metro station,40.7467885,-73.944548,1,11101,OK,"establishment,point_of_interest,transit_station"
201,GEOMETRIC_CENTER,"21 Street-Van Alst Station, Queens, NY 11101, USA",ChIJbwj7uCVZwokROl4ngOLhBAY,21 ST New York City metro station,40.7446224,-73.9486362,1,11101,OK,"establishment,point_of_interest,subway_station,transit_station"
202,GEOMETRIC_CENTER,"Greenpoint Av, Brooklyn, NY 11222, USA",ChIJlZdqWD9ZwokRm4wLFbfd6Po,GREENPOINT AV New York City metro station,40.7301618,-73.9540458,1,11222,OK,"establishment,point_of_interest,subway_station,transit_station"
203,GEOMETRIC_CENTER,"Nassau Av, Brooklyn, NY 11222, USA",ChIJxSImSERZwokRLJfY70XUHWY,NASSAU AV New York City metro station,40.7238944,-73.9506777,2,11222,OK,"establishment,point_of_interest,subway_station,transit_station"
204,GEOMETRIC_CENTER,"Broadway, Broadway & Union Ave, Brooklyn, NY 11206, United States",ChIJ-_jXfeNbwokRdYNKmc3NpAY,BROADWAY New York City metro station,40.7055695,-73.9500836,1,11206,OK,"establishment,point_of_interest,subway_station,transit_station"
205,GEOMETRIC_CENTER,"Myrtle - Willoughby Avs, Brooklyn, NY 11206, USA",ChIJ53kcle1bwokR9HBD92cHwpk,MYRTLE-WILLOUGH New York City metro station,40.69546709999999,-73.9492203,1,11206,OK,"establishment,point_of_interest,subway_station,transit_station"
206,GEOMETRIC_CENTER,"Bedford-Nostrand Avs Station, Brooklyn, NY 11205, USA",ChIJwU8NfZNbwokR2GoipJw53V8,BEDFORD-NOSTRAN New York City metro station,40.6898534,-73.9516398,1,11205,OK,"establishment,point_of_interest,subway_station,transit_station"
207,GEOMETRIC_CENTER,"Classon Av, Brooklyn, NY 11238, USA",ChIJSc6OIr5bwokRhT0eBC0MEcI,CLASSON AV New York City metro station,40.688873,-73.96007,1,11238,OK,"establishment,point_of_interest,subway_station,transit_station"
208,GEOMETRIC_CENTER,"47-50 Sts - Rockefeller Ctr, New York, NY 10020, USA",ChIJWQRMPv9YwokRExZRB8gYCBc,47-50 STS ROCK New York City metro station,40.75866300000001,-73.981331,1,10020,OK,"establishment,point_of_interest,subway_station,transit_station"
209,GEOMETRIC_CENTER,"42 St - Bryant Pk, New York, NY 10018, USA",ChIJCw1ewKpZwokRD_JLDK0rqaE,42 ST-BRYANT PK New York City metro station,40.7548368,-73.9841215,1,10018,OK,"establishment,point_of_interest,subway_station,transit_station"
210,GEOMETRIC_CENTER,"Broadway-Lafayette St Subway Station, New York, NY 10012, USA",ChIJrbZgnI9ZwokR9M7AjYakvM8,B'WAY-LAFAYETTE New York City metro station,40.7250151,-73.9956959,1,10012,OK,"establishment,point_of_interest,transit_station"
211,GEOMETRIC_CENTER,"2 Avenue Station, New York, NY 10002, USA",ChIJhfzlZYRZwokRLsR-L1xQc4E,2 AV New York City metro station,40.7228313,-73.98895279999999,1,10002,OK,"establishment,point_of_interest,subway_station,transit_station"
212,GEOMETRIC_CENTER,"East Broadway, New York, NY 10002, USA",ChIJ5fYKcylawokRs4ekvms4vtY,EAST BROADWAY New York City metro station,40.7144029,-73.98991880000001,1,10002,OK,"establishment,point_of_interest,subway_station,transit_station"
213,GEOMETRIC_CENTER,"York Street Subway Station: F, York Street &, Jay St, Brooklyn, NY 11201, United States",ChIJlzQUiTNawokR2Xw3BLuSO2c,YORK ST New York City metro station,40.7013482,-73.98660009999999,1,11201,OK,"establishment,point_of_interest,subway_station,transit_station"
214,GEOMETRIC_CENTER,"Bergen St, Brooklyn, NY 11201, USA",ChIJmzo3xFFawokRRYfb3ArbVmc,BERGEN ST New York City metro station,40.6860832,-73.9909074,1,11201,OK,"establishment,point_of_interest,subway_station,transit_station"
215,GEOMETRIC_CENTER,"Carroll St Station, Smith St, Brooklyn, NY 11231, USA",ChIJhUawZFdawokRgXrsqXJ64F8,CARROLL ST New York City metro station,40.6793313,-73.9954833,1,11231,OK,"establishment,point_of_interest,subway_station,transit_station"
216,GEOMETRIC_CENTER,"Smith-9th Street, 9th St, Brooklyn, NY 11231, USA",ChIJx8zIGfdawokRnOIfUEQ4q6w,SMITH-9 ST New York City metro station,40.6746048,-73.99703970000002,1,11231,OK,"establishment,point_of_interest,subway_station,transit_station"
217,GEOMETRIC_CENTER,"4 Av - 9 St Station, Brooklyn, NY 11215, USA",ChIJP5pZkPtawokRgdTLZJPaJdc,4 AV-9 ST New York City metro station,40.6698964,-73.9891106,1,11215,OK,"establishment,point_of_interest,subway_station,transit_station"
218,GEOMETRIC_CENTER,"15 St - Prospect Park Station, Brooklyn, NY 11215, USA",ChIJeRi2gR5bwokRQ3XCk1KQDg8,15 ST-PROSPECT New York City metro station,40.6604292,-73.9797224,1,11215,OK,"establishment,point_of_interest,subway_station,transit_station"
